,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross
9446,tt2043814,Crazy Horse,2011,134.0,Documentary,,252894.0
9453,tt2043900,Last Call at the Oasis,2011,105.0,Documentary,,42423.0
9454,tt2043931,Neil Young Journeys,2011,87.0,"Documentary,Music",,221082.0
9455,tt2043933,Night Moves,2013,112.0,"Action,Drama,Thriller",,858513.0
9460,tt2044729,A Glimpse Inside the Mind of Charles Swan III,2012,86.0,Comedy,,210565.0
9463,tt2044801,Kite,2014,90.0,"Action,Crime,Thriller",,507180.0
9490,tt2048824,Old Fashioned,2014,115.0,"Drama,Romance","{'amount': 600000.0, 'currency': 'USD'}",1914090.0
9510,tt2049511,No Tell Motel,2013,84.0,Horror,"{'amount': 3000000.0, 'currency': 'USD'}",466535.0
9515,tt2049543,Synchronicity,2015,101.0,"Drama,Mystery,Romance",,4505.0
9518,tt2049559,The Happy Sad,2013,87.0,"Drama,Romance",,8395.0
9521,tt2049586,Glen Campbell: I'll Be Me,2014,116.0,"Biography,Documentary,Family",,365422.0
9522,tt2049589,Watchers of the Sky,2014,120.0,"Biography,Documentary,History",,19339.0
9525,tt2049630,Unfreedom,2014,102.0,"Crime,Drama,Romance","{'amount': 1500000.0, 'currency': 'USD'}",3778.0
9546,tt2051879,Europa Report,2013,90.0,"Drama,Mystery,Sci-Fi",,125687.0
9548,tt2051894,Home Run,2013,113.0,"Drama,Sport","{'amount': 1200000.0, 'currency': 'USD'}",2861020.0
9558,tt2052015,Water & Power,2013,88.0,"Crime,Drama","{'amount': 600000, 'currency': 'USD'}",82312.0
9561,tt2053352,Diana Vreeland: The Eye Has to Travel,2011,86.0,"Biography,Documentary",,1721472.0
9569,tt2053463,Side Effects,2013,106.0,"Crime,Drama,Mystery","{'amount': 30000000.0, 'currency': 'USD'}",63414135.0
9578,tt2055709,Penthouse North,2013,90.0,"Drama,Mystery,Thriller",,372209.0
9579,tt2055711,Photographic Memory,2011,87.0,Documentary,,7822.0
9582,tt2055765,The English Teacher,2013,93.0,"Comedy,Drama",,320013.0
9643,tt2059171,13 Sins,2014,93.0,"Horror,Thriller","{'amount': 4000000.0, 'currency': 'USD'}",826913.0
9649,tt2061563,Like There's No Tomorrow,2011,99.0,"Documentary,Sport",,119643.0
9668,tt2062497,Breakfast with Curtis,2012,84.0,Drama,,6629.0
9678,tt2062700,Song to Song,2017,129.0,"Drama,Music,Romance",,1813453.0
9679,tt2062961,Follow Me: The Yoni Netanyahu Story,2012,87.0,Documentary,,112679.0
9688,tt2063666,Hello I Must Be Going,2012,95.0,"Comedy,Drama,Romance",,354939.0
9692,tt2063781,Smashed,2012,81.0,Drama,"{'amount': 500000.0, 'currency': 'USD'}",499725.0
9696,tt2063819,The Olivia Experiment,2012,89.0,Comedy,,15122.0
9699,tt2064713,A Band Called Death,2012,96.0,"Biography,Documentary,Music",,127257.0
9711,tt2064891,The Jazz Funeral,2014,74.0,Drama,,7103.0
9716,tt2064960,The Great Flood,2012,80.0,"Documentary,History,Music",,20694.0
9717,tt2064968,The Longest Week,2014,86.0,"Comedy,Drama,Romance",,46460.0
9740,tt2066176,Any Day Now,2012,98.0,Drama,,261747.0
9759,tt2069784,Greedy Lying Bastards,2012,90.0,Documentary,"{'amount': 1500000.0, 'currency': 'USD'}",46121.0
9775,tt2069955,The Mule,2012,96.0,"Crime,Drama,Mystery","{'amount': 5000000.0, 'currency': 'USD'}",19152.0
9782,tt2070597,Shanghai Calling,2012,100.0,"Comedy,Drama,Romance",,10400.0
9784,tt2070604,April Apocalypse,2013,84.0,"Comedy,Horror,Romance",,13261.0
9805,tt2070852,The Happy House,2013,81.0,"Comedy,Horror",,2311.0
9808,tt2070862,Temptation: Confessions of a Marriage Counselor,2013,111.0,"Drama,Thriller",,53143144.0
9820,tt2071483,Inside Out,2011,59.0,Family,"{'amount': 500000.0, 'currency': 'USD'}",857600000.0
9823,tt2071550,Open Grave,2013,102.0,"Horror,Mystery,Thriller",,489812.0
9848,tt2072233,Sleepless,2017,95.0,"Action,Crime,Thriller","{'amount': 30000000.0, 'currency': 'USD'}",32917353.0
9861,tt2072987,Harvest of Empire,2012,90.0,"Documentary,History",,79627.0
9862,tt2073029,Marina Abramovic: The Artist Is Present,2012,106.0,"Biography,Documentary,History",,156695.0
9879,tt2073520,An Oversimplification of Her Beauty,2012,84.0,"Animation,Comedy,Drama",,71906.0
9892,tt2073681,The Last Day of August,2012,90.0,Drama,,2492.0
9961,tt2077747,"Love, Marilyn",2012,107.0,"Biography,Documentary",,6950.0
9966,tt2077851,Sleepwalk with Me,2012,81.0,Comedy,"{'amount': 1000000.0, 'currency': 'USD'}",2266067.0
9986,tt2079512,Herman's House,2012,80.0,"Crime,Documentary",,4956.0
9997,tt2081194,Hansel & Gretel Get Baked,2013,86.0,"Comedy,Horror","{'amount': 4500000.0, 'currency': 'USD'}",298688.0
10051,tt2083355,The Best Man Holiday,2013,123.0,"Comedy,Drama","{'amount': 17000000, 'currency': 'USD'}",72835710.0
10054,tt2083383,Trouble with the Curve,2012,111.0,"Drama,Sport","{'amount': 30000000.0, 'currency': 'USD'}",48963137.0
10070,tt2084773,America the Beautiful 2: The Thin Commandments,2011,100.0,Documentary,,12366.0
10081,tt2084953,Terms and Conditions May Apply,2013,79.0,"Documentary,News",,55824.0
10084,tt2084989,Upstream Color,2013,96.0,"Drama,Sci-Fi","{'amount': 50000.0, 'currency': 'USD'}",587174.0
10087,tt2085759,Bidder 70,2012,73.0,"Biography,Crime,Documentary",,5074.0
10093,tt2085888,Only the Young,2012,72.0,"Comedy,Documentary,Romance",,15312.0
10094,tt2085910,Room 237,2012,102.0,Documentary,,367406.0
10116,tt2088714,Call Me Kuchu,2012,87.0,"Documentary,Drama",,12110.0
10129,tt2088883,Rising from Ashes,2012,82.0,"Documentary,Sport",,53804.0
10148,tt2089674,Elemental,2012,92.0,"Documentary,News",,10358.0
10151,tt2089721,Know How,2015,106.0,"Drama,Musical",,3323.0
10157,tt2090447,A Green Story,2012,90.0,Biography,"{'amount': 850000.0, 'currency': 'USD'}",12901.0
10171,tt2090629,The Culling,2015,81.0,"Horror,Thriller",,7295.0
10176,tt2091245,Black and White Stripes: The Juventus Story,2018,107.0,"Biography,Documentary,Sport","{'amount': 1000000.0, 'currency': 'USD'}",1179104.0
10177,tt2091256,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy","{'amount': 38000000, 'currency': 'USD'}",125427681.0
10184,tt2091325,Bad Johnson,2014,88.0,"Comedy,Fantasy,Romance",,27650.0
10190,tt2091398,The Revisionaries,2012,92.0,"Documentary,History,News",,22664.0
10195,tt2091473,Promised Land,2012,106.0,Drama,"{'amount': 15000000.0, 'currency': 'USD'}",11039031.0
10204,tt2091935,Mr. Right,2015,95.0,"Action,Comedy,Romance","{'amount': 8000000.0, 'currency': 'USD'}",607595.0
10220,tt2093109,Escape Fire: The Fight to Rescue American Healthcare,2012,95.0,"Documentary,News",,126238.0
10235,tt2093269,The Prophet's Son,2012,97.0,Drama,"{'amount': 2750000, 'currency': 'USD'}",16983.0
10241,tt2093977,Crush,2013,94.0,"Horror,Thriller",,105473.0
10245,tt2093991,Elvis & Nixon,2016,86.0,"Comedy,History",,1798432.0
10247,tt2094018,Hours,2013,97.0,"Drama,Thriller","{'amount': 4000000.0, 'currency': 'USD'}",801983.0
10248,tt2094034,Runoff,2014,90.0,Drama,,30186.0
10250,tt2094064,Much Ado About Nothing,2012,109.0,"Comedy,Drama,Romance",,5341221.0
10259,tt2094155,Dead Man's Burden,2012,93.0,"Drama,Western",,29634.0
10264,tt2094766,Assassin's Creed,2016,115.0,"Action,Adventure,Sci-Fi","{'amount': 125000000, 'currency': 'USD'}",240697856.0
10293,tt2095713,Missionary,2013,90.0,"Drama,Thriller",,2120.0
10299,tt2095768,This Is Congo,2017,93.0,"Documentary,History,War",,8905.0
10311,tt2096672,Dumb and Dumber To,2014,109.0,"Adventure,Comedy","{'amount': 40000000, 'currency': 'USD'}",169837010.0
10312,tt2096673,Inside Out,2015,95.0,"Adventure,Animation,Comedy","{'amount': 175000000, 'currency': 'USD'}",858848019.0
10316,tt2097298,"McFarland, USA",2015,129.0,"Biography,Drama,Sport","{'amount': 17000000.0, 'currency': 'USD'}",45710059.0
10317,tt2097307,Hit and Run,2012,100.0,"Action,Comedy","{'amount': 2000000, 'currency': 'USD'}",16816647.0
10322,tt2097331,The Family Fang,2015,105.0,"Comedy,Drama,Mystery",,649555.0
10323,tt2097333,Get Squirrely,2015,83.0,"Animation,Comedy,Family",,1071504.0
10360,tt2099788,Welcome to Pine Hill,2012,81.0,Drama,,6115.0
10376,tt2101341,Dead Man Down,2013,118.0,"Action,Crime,Drama","{'amount': 30000000.0, 'currency': 'USD'}",18074539.0
10378,tt2101383,Knight of Cups,2015,118.0,"Drama,Romance",,1026288.0
10382,tt2101441,Spring Breakers,2012,94.0,"Comedy,Crime,Drama","{'amount': 5000000, 'currency': 'USD'}",32170399.0
10418,tt2103227,Otter 501,2012,85.0,Documentary,"{'amount': 1000000.0, 'currency': 'USD'}",24449.0
10419,tt2103254,Tammy,2014,97.0,"Comedy,Romance","{'amount': 20000000, 'currency': 'USD'}",100375432.0
10421,tt2103281,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama","{'amount': 170000000, 'currency': 'USD'}",710644566.0
10439,tt2104985,Sky Force 3D,2012,91.0,Animation,"{'amount': 20000000.0, 'currency': 'USD'}",348807.0
10441,tt2104994,Steve Jobs: The Lost Interview,2012,70.0,Documentary,,127541.0
10445,tt2105044,V/H/S,2012,116.0,"Horror,Thriller",,1944287.0
10453,tt2106361,Into the Storm,2014,89.0,"Action,Adventure,Drama","{'amount': 50000000, 'currency': 'USD'}",161502194.0
10477,tt2106739,Gayby,2012,85.0,"Comedy,Drama,Romance",,14062.0
10509,tt2109176,Noah,2011,105.0,"Drama,Thriller",,362599999.0
10510,tt2109184,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller","{'amount': 5000000, 'currency': 'USD'}",142802657.0
10515,tt2109248,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi","{'amount': 210000000, 'currency': 'USD'}",1104054072.0
10527,tt2111392,Raze,2013,87.0,"Action,Drama,Horror",,7429.0
10547,tt2112277,Swelter,2014,96.0,"Action,Crime,Drama","{'amount': 8000000.0, 'currency': 'USD'}",38158.0
10550,tt2112293,The Comedy,2012,95.0,"Comedy,Drama",,41113.0
10575,tt2113075,The Inevitable Defeat of Mister & Pete,2013,108.0,Drama,,506303.0
10577,tt2113113,"Wild Horse, Wild Ride",2011,106.0,"Documentary,Western",,111205.0
10580,tt2113659,Elsa & Fred,2014,93.0,"Comedy,Drama,Romance",,753975.0
10595,tt2114504,Woody Woodpecker,2017,91.0,"Animation,Comedy,Family","{'amount': 10000000.0, 'currency': 'USD'}",15316635.0
10620,tt2118609,Death Metal Angola,2012,83.0,"Documentary,Music,War",,4674.0
10633,tt2119404,Code Red,2013,91.0,"Action,Horror,Sci-Fi","{'amount': 3000000.0, 'currency': 'USD'}",62431.0
10635,tt2119463,Let the Fire Burn,2013,88.0,Documentary,,64489.0
10641,tt2119543,The House with a Clock in Its Walls,2018,105.0,"Comedy,Fantasy,Horror","{'amount': 42000000, 'currency': 'USD'}",131523093.0
10648,tt2120120,Pixels,2015,105.0,"Action,Comedy,Sci-Fi","{'amount': 88000000, 'currency': 'USD'}",244874809.0
10650,tt2120152,The Invisible War,2012,93.0,"Crime,Documentary",,71968.0
10686,tt2123342,Underdogs,2013,102.0,"Drama,Family,Sport","{'amount': 2500000.0, 'currency': 'USD'}",35271.0
10687,tt2123884,3 Nights in the Desert,2014,90.0,Drama,,1297.0
10696,tt2124074,28 Hotel Rooms,2012,82.0,"Drama,Romance",,131208.0
10708,tt2124803,How to Survive a Plague,2012,110.0,"Documentary,History,News",,132055.0
10725,tt2125435,Beasts of the Southern Wild,2012,93.0,"Adventure,Drama,Fantasy","{'amount': 1800000.0, 'currency': 'USD'}",21107746.0
10728,tt2125480,Dancing in Jaffa,2013,90.0,"Documentary,Drama,Family",,311001.0
10729,tt2125490,Detropia,2012,90.0,Documentary,,390024.0
10741,tt2125666,The Queen of Versailles,2012,100.0,Documentary,"{'amount': 1000000.0, 'currency': 'USD'}",2495706.0
10743,tt2125681,Truth or Dare,2013,85.0,"Horror,Romance,Thriller","{'amount': 165000.0, 'currency': 'USD'}",95300000.0
10751,tt2126355,San Andreas,2015,114.0,"Action,Adventure,Drama","{'amount': 110000000, 'currency': 'USD'}",473990832.0
10752,tt2126357,Second Act,2018,103.0,"Comedy,Drama,Romance","{'amount': 16000000, 'currency': 'USD'}",72294066.0
10754,tt2126400,Unfinished Business,2011,107.0,"Drama,Family",,14400000.0
10770,tt2129930,Booker's Place: A Mississippi Story,2012,90.0,"Documentary,History,Mystery",,5549.0
10782,tt2130136,Murder Eleven,2013,90.0,"Crime,Mystery,Thriller",,22107.0
10804,tt2132285,The Bling Ring,2013,90.0,"Biography,Crime,Drama","{'amount': 8000000.0, 'currency': 'USD'}",20045576.0
10824,tt2133243,Indigo Children,2012,72.0,Drama,,2621.0
10831,tt2133333,The Color of Time,2012,73.0,"Biography,Drama,Romance",,199.0
10832,tt2133340,The Foreigner,2011,145.0,Action,"{'amount': 3000000.0, 'currency': 'USD'}",145400000.0
10880,tt2139555,Playing It Cool,2014,94.0,"Comedy,Romance",,1323415.0
10893,tt2139843,Electrick Children,2012,96.0,Drama,,137126.0
10897,tt2139869,Family Games,2017,72.0,"Comedy,Drama",,671.0
10898,tt2139881,Long Shot,2019,125.0,"Comedy,Romance","{'amount': 40000000, 'currency': 'USD'}",53873809.0
10899,tt2139919,Gimme the Loot,2012,79.0,"Comedy,Crime,Drama",,116783.0
10902,tt2140037,Jane Got a Gun,2015,98.0,"Action,Drama,Western","{'amount': 25000000.0, 'currency': 'USD'}",3067531.0
10912,tt2140373,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama","{'amount': 35000000, 'currency': 'USD'}",117867984.0
10913,tt2140379,Self/less,2015,117.0,"Action,Mystery,Sci-Fi","{'amount': 26000000, 'currency': 'USD'}",31807156.0
10918,tt2140479,The Accountant,2016,128.0,"Action,Crime,Drama","{'amount': 44000000, 'currency': 'USD'}",155160045.0
10921,tt2140507,The Current War,2017,105.0,"Biography,Drama,History","{'amount': 30000000.0, 'currency': 'USD'}",12217160.0
10924,tt2140577,The Pretty One,2013,90.0,"Comedy,Drama",,13769.0
10927,tt2140619,Two Night Stand,2014,86.0,"Comedy,Romance",,492332.0
10938,tt2141773,Hell and Back,2015,86.0,"Adventure,Animation,Comedy",,157768.0
11003,tt2147048,Red Flag,2012,85.0,"Comedy,Drama,Romance",,2075.0
11006,tt2147275,Emoticon ;),2014,79.0,Drama,"{'amount': 150000.0, 'currency': 'USD'}",23881.0
11031,tt2147728,I Used to Be Darker,2013,89.0,"Drama,Music",,38974.0
11092,tt2151739,Meet Me in Montenegro,2014,90.0,"Comedy,Drama,Romance",,8612.0
11147,tt2157103,Blackhats,2015,104.0,"Action,Drama,Thriller","{'amount': 100000.0, 'currency': 'USD'}",3216.0
11156,tt2158531,Holla II,2013,90.0,"Comedy,Horror","{'amount': 1000000.0, 'currency': 'USD'}",41537.0
11171,tt2160105,I Still See You,2018,98.0,"Fantasy,Thriller",,1620637.0
11194,tt2164862,Wagner's Dream,2012,115.0,Documentary,,9519.0
11207,tt2165765,Fear Clinic,2014,95.0,Horror,"{'amount': 1000000.0, 'currency': 'USD'}",106974.0
11223,tt2166934,My Man Is a Loser,2014,95.0,Comedy,,38429.0
11224,tt2167056,When Comedy Went to School,2013,83.0,"Comedy,Documentary",,369065.0
11226,tt2167202,Getaway,2013,90.0,"Action,Crime,Thriller","{'amount': 18000000, 'currency': 'USD'}",11806432.0
11251,tt2170242,Yellow Day,2015,98.0,"Drama,Family,Fantasy",,173819.0
11255,tt2170299,Bad Words,2013,89.0,"Comedy,Drama","{'amount': 10000000.0, 'currency': 'USD'}",7804337.0
11265,tt2170427,Good Kids,2016,86.0,"Comedy,Drama","{'amount': 3000000.0, 'currency': 'USD'}",23627.0
11267,tt2170439,Horrible Bosses 2,2014,108.0,"Comedy,Crime","{'amount': 42000000, 'currency': 'USD'}",107645357.0
11272,tt2170593,St. Vincent,2014,102.0,"Comedy,Drama","{'amount': 13000000.0, 'currency': 'USD'}",54837234.0
11286,tt2171867,Empire State,2013,94.0,"Crime,Thriller","{'amount': 11000000.0, 'currency': 'USD'}",1212500.0
11287,tt2171902,Happy Valley,2014,98.0,"Documentary,Drama,Sport",,23868.0
11296,tt2172934,3 Days to Kill,2014,117.0,"Action,Drama,Thriller","{'amount': 28000000, 'currency': 'USD'}",53260230.0
11297,tt2172935,Metallica Through the Never,2013,93.0,Music,"{'amount': 18000000, 'currency': 'USD'}",7975812.0
11303,tt2173248,Blood Ransom,2014,101.0,"Fantasy,Romance,Thriller",,220388.0
11315,tt2174896,To Be Takei,2014,94.0,"Biography,Documentary",,52823.0
11338,tt2176228,As It Is in Heaven,2014,86.0,Drama,"{'amount': 16000.0, 'currency': 'USD'}",10850.0
11358,tt2177771,The Monuments Men,2014,118.0,"Comedy,Drama,History","{'amount': 70000000, 'currency': 'USD'}",156706638.0
11382,tt2179116,The Kings of Summer,2013,95.0,"Adventure,Comedy,Drama",,1501595.0
11383,tt2179136,American Sniper,2014,133.0,"Action,Biography,Drama","{'amount': 58800000, 'currency': 'USD'}",547426372.0
11384,tt2179171,Calling All Earthlings,2018,74.0,"Documentary,History,Sci-Fi",,6756.0
11401,tt2180411,Into the Woods,2014,125.0,"Adventure,Comedy,Drama","{'amount': 50000000, 'currency': 'USD'}",212902372.0
11403,tt2180421,Jackpot,2012,95.0,Drama,"{'amount': 15000.0, 'currency': 'USD'}",1100800.0
11436,tt2182032,Raça,2013,104.0,"Documentary,News",,11136.0
11444,tt2182256,Premature,2014,93.0,"Comedy,Fantasy",,415863.0
11450,tt2182972,Song One,2014,86.0,"Drama,Music","{'amount': 6000000.0, 'currency': 'USD'}",408918.0
11451,tt2183034,Earth to Echo,2014,91.0,"Adventure,Family,Sci-Fi","{'amount': 13000000, 'currency': 'USD'}",45681062.0
11464,tt2184331,Una noche,2012,90.0,"Drama,Romance",,111903.0
11465,tt2184339,The Purge,2013,85.0,"Horror,Thriller","{'amount': 3000000, 'currency': 'USD'}",89328627.0
11481,tt2186663,36 Saints,2013,81.0,Thriller,,11640.0
11486,tt2186781,Five Dances,2013,83.0,"Drama,Music,Romance",,5788.0
11501,tt2187884,Escape from Tomorrow,2013,90.0,"Drama,Fantasy,Horror",,171962.0
11545,tt2191701,Grown Ups 2,2013,101.0,Comedy,"{'amount': 80000000, 'currency': 'USD'}",246984278.0
11575,tt2194328,Finding Fela!,2014,119.0,"Biography,Documentary,History",,155228.0
11585,tt2195548,Prince Avalanche,2013,94.0,"Comedy,Drama","{'amount': 725000.0, 'currency': 'USD'}",442313.0
11600,tt2196055,Teenage,2013,78.0,"Documentary,History",,40169.0
11625,tt2197905,Dystopia: 2013,2012,122.0,Sci-Fi,"{'amount': 150000.0, 'currency': 'USD'}",1708.0
11651,tt2199571,Run All Night,2015,114.0,"Action,Drama,Thriller","{'amount': 50000000, 'currency': 'USD'}",71561644.0
11667,tt2201211,A Boy Called Sailboat,2018,92.0,"Comedy,Drama,Family",,23725.0
11675,tt2201548,A Teacher,2013,75.0,"Drama,Romance",,8348.0
11686,tt2202408,Transcendence,2012,98.0,Drama,"{'amount': 525000.0, 'currency': 'USD'}",103000000.0
11702,tt2203939,The Other Woman,2014,109.0,"Comedy,Romance","{'amount': 40000000, 'currency': 'USD'}",196710396.0
11706,tt2204371,Somm,2012,94.0,Documentary,,174197.0
11714,tt2205401,Addicted,2014,106.0,"Drama,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",17534314.0
11718,tt2205591,Runaway Slave,2012,108.0,"Documentary,History","{'amount': 100000.0, 'currency': 'USD'}",71737.0
11720,tt2205697,Stuck in Love.,2012,97.0,"Comedy,Drama,Romance",,977671.0
11724,tt2205904,Generation Iron,2013,106.0,"Documentary,Drama,Sport",,901649.0
11728,tt2206498,In Over My Head,2012,106.0,Comedy,"{'amount': 100000, 'currency': 'USD'}",19482.0
11736,tt2207006,The Obama Effect,2012,85.0,"Comedy,Drama","{'amount': 10000000.0, 'currency': 'USD'}",110904.0
11752,tt2209418,Before Midnight,2013,109.0,"Drama,Romance","{'amount': 3000000.0, 'currency': 'USD'}",20994648.0
11768,tt2210463,Battle of the Damned,2013,88.0,"Action,Adventure,Horror",,134452.0
11775,tt2210834,Jimmy P.,2013,117.0,"Biography,Drama,Thriller","{'amount': 10000000.0, 'currency': 'USD'}",1470582.0
11812,tt2215151,Inequality for All,2013,89.0,Documentary,,1205273.0
11816,tt2215285,Madea's Witness Protection,2012,114.0,"Comedy,Crime,Drama","{'amount': 20000000, 'currency': 'USD'}",66899242.0
11829,tt2215719,Katy Perry: Part of Me,2012,93.0,"Documentary,Music","{'amount': 12000000, 'currency': 'USD'}",32726956.0
11876,tt2219650,Seymour: An Introduction,2014,84.0,"Biography,Documentary,Music",,907742.0
11897,tt2221640,Now You See Me,2012,98.0,"Drama,Horror,Thriller",,351700000.0
11901,tt2221784,Shepard & Dark,2012,92.0,"Biography,Documentary",,10278.0
11910,tt2222206,Dear Mr. Watterson,2013,89.0,Documentary,,23899.0
11919,tt2223990,Draft Day,2014,110.0,"Drama,Sport","{'amount': 25000000.0, 'currency': 'USD'}",29824199.0
11920,tt2224004,Sweetwater,2013,95.0,"Thriller,Western","{'amount': 7000000.0, 'currency': 'USD'}",6147.0
11921,tt2224026,Home,2015,94.0,"Adventure,Animation,Comedy","{'amount': 135000000, 'currency': 'USD'}",386041607.0
11950,tt2226344,Stardate Revisited: The Origin of Star Trek - The Next Generation,2012,95.0,Documentary,,49945.0
11953,tt2226417,Insidious: Chapter 2,2013,106.0,"Horror,Mystery,Thriller","{'amount': 5000000, 'currency': 'USD'}",161919318.0
11958,tt2226519,Plush,2013,99.0,"Drama,Music,Thriller",,28864.0
11962,tt2226597,The Mountain Between Us,2017,112.0,"Action,Adventure,Drama","{'amount': 35000000, 'currency': 'USD'}",62832209.0
11985,tt2229499,Don Jon,2013,90.0,"Comedy,Drama,Romance","{'amount': 3000000, 'currency': 'USD'}",39439355.0
11995,tt2230954,Gone,2012,50.0,Drama,"{'amount': 60000.0, 'currency': 'USD'}",18100000.0
12005,tt2231138,Some Velvet Morning,2013,84.0,Drama,"{'amount': 2000000.0, 'currency': 'USD'}",6420.0
12014,tt2231253,Wild Card,2015,92.0,"Action,Crime,Drama","{'amount': 30000000.0, 'currency': 'USD'}",6738764.0
12022,tt2231461,Rampage,2018,107.0,"Action,Adventure,Sci-Fi","{'amount': 120000000, 'currency': 'USD'}",428028233.0
12068,tt2234155,The Internship,2013,119.0,Comedy,"{'amount': 58000000, 'currency': 'USD'}",93492844.0
12076,tt2234315,Occupy Unmasked,2012,76.0,Documentary,,52768.0
12097,tt2235108,Dear White People,2014,108.0,"Comedy,Drama,Romance",,4633961.0
12098,tt2235248,Andre Gregory: Before and After Dinner,2013,108.0,"Biography,Documentary,Drama",,42892.0
12122,tt2236160,Nightlight,2015,85.0,"Horror,Thriller","{'amount': 2000000.0, 'currency': 'USD'}",77567.0
12123,tt2236182,Rise of the Zombies,2012,89.0,"Action,Adventure,Horror",,129545.0
12139,tt2237822,Koch,2012,100.0,"Biography,Documentary,History",,342941.0
12154,tt2239400,Head Games,2012,95.0,"Documentary,Sport",,14056.0
12161,tt2239832,Think Like a Man Too,2014,106.0,"Comedy,Romance","{'amount': 24000000, 'currency': 'USD'}",70181428.0
12177,tt2241069,Carl,2012,90.0,"Horror,Thriller",,2592.0
12184,tt2241351,Money Monster,2016,98.0,"Crime,Drama,Thriller","{'amount': 27000000, 'currency': 'USD'}",93282604.0
12207,tt2243537,A Haunted House,2013,86.0,"Comedy,Fantasy","{'amount': 2500000, 'currency': 'USD'}",60159584.0
12237,tt2244856,Hava Nagila: The Movie,2012,75.0,"Comedy,Documentary,History",,370218.0
12244,tt2245084,Big Hero 6,2014,102.0,"Action,Adventure,Animation","{'amount': 165000000, 'currency': 'USD'}",657869686.0
12249,tt2245195,The History of Future Folk,2012,86.0,"Comedy,Music,Sci-Fi",,17646.0
12264,tt2246526,Born to Fly: Elizabeth Streb vs. Gravity,2014,82.0,"Action,Biography,Documentary","{'amount': 500000.0, 'currency': 'USD'}",24630.0
12265,tt2246565,An Honest Liar,2014,90.0,"Biography,Comedy,Documentary",,180590.0
12294,tt2247432,Go for Sisters,2013,123.0,"Crime,Drama,Thriller",,70495.0
12295,tt2247476,When the Game Stands Tall,2014,115.0,"Drama,Family,Sport","{'amount': 15000000, 'currency': 'USD'}",30138754.0
12296,tt2247692,2016: Obama's America,2012,87.0,Documentary,"{'amount': 2500000.0, 'currency': 'USD'}",33449086.0
12297,tt2247696,Out of the Clear Blue Sky,2012,107.0,Documentary,,16050.0
12334,tt2250380,Next Year Jerusalem,2013,72.0,"Biography,Documentary",,8093.0
12341,tt2250912,Spider-Man: Homecoming,2017,133.0,"Action,Adventure,Sci-Fi","{'amount': 175000000, 'currency': 'USD'}",880166924.0
12443,tt2258345,Fading Gigolo,2013,90.0,Comedy,,22706304.0
12466,tt2260060,Yangsi,2012,82.0,"Biography,Documentary",,4008.0
12472,tt2260728,This Binary Universe,2012,107.0,Documentary,,15875.0
12479,tt2261409,Made in Cleveland,2013,113.0,Comedy,,10681.0
12514,tt2262227,The Book of Life,2014,95.0,"Adventure,Animation,Comedy","{'amount': 50000000, 'currency': 'USD'}",99783556.0
12520,tt2262315,The Good Neighbor,2016,98.0,"Crime,Drama,Horror",,90573.0
12541,tt2263520,Ride Along,2012,87.0,Action,,154400000.0
12564,tt2265398,Drinking Buddies,2013,90.0,"Comedy,Drama,Romance",,401914.0
12568,tt2265431,Me You and Five Bucks,2013,93.0,"Comedy,Drama,Romance",,2105.0
12602,tt2267968,Kung Fu Panda 3,2016,95.0,"Action,Adventure,Animation","{'amount': 145000000, 'currency': 'USD'}",521170825.0
12603,tt2267998,Gone Girl,2014,149.0,"Drama,Mystery,Thriller","{'amount': 61000000, 'currency': 'USD'}",369330363.0
12604,tt2268016,Magic Mike XXL,2015,115.0,"Comedy,Drama,Music","{'amount': 14800000, 'currency': 'USD'}",117813057.0
12647,tt2272336,Ghost Team One,2013,84.0,"Comedy,Horror",,9195.0
12667,tt2273471,Oxygen for the Ears: Living Jazz,2012,94.0,"Documentary,History,Music",,23048.0
12677,tt2273657,True Story,2015,99.0,"Crime,Drama,Mystery",,5261595.0
12694,tt2274570,Bad Milo!,2013,85.0,"Comedy,Horror",,19613.0
12696,tt2274648,Hellboy,2019,120.0,"Action,Adventure,Fantasy","{'amount': 50000000, 'currency': 'USD'}",55065289.0
12702,tt2275471,A Perfect Man,2013,95.0,"Drama,Romance","{'amount': 5000000.0, 'currency': 'USD'}",14147.0
12706,tt2275549,Bill W.,2012,104.0,"Biography,Documentary,History",,809590.0
12711,tt2275629,Cliffs of Freedom,2019,137.0,Drama,,300842.0
12729,tt2276023,The United States of Autism,2013,93.0,"Biography,Documentary,Family","{'amount': 65000, 'currency': 'USD'}",100403.0
12730,tt2276069,A Master Builder,2013,130.0,Drama,,46874.0
12738,tt2277150,Aatsinki: The Story of Arctic Cowboys,2013,84.0,"Biography,Documentary,Western",,6601.0
12742,tt2277860,Finding Dory,2016,97.0,"Adventure,Animation,Comedy","{'amount': 200000000.0, 'currency': 'USD'}",1028570942.0
12747,tt2278388,The Grand Budapest Hotel,2014,99.0,"Adventure,Comedy,Crime","{'amount': 25000000, 'currency': 'USD'}",172945750.0
